Date,Price,Open,High,Low,Vol.,Change %
"Nov 18, 2011","4,905.8","4,899.15","4,915.9","4,837.95",192.27M,-0.59
"Nov 17, 2011","4,934.75","5,027.1","5,036.8","4,919.45",149.24M,-1.9
"Nov 16, 2011","5,030.45","5,059.1","5,065.2","4,989.5",161.41M,-0.75
"Nov 15, 2011","5,068.5","5,131.2","5,158.75","5,052.85",149.59M,-1.55
"Nov 14, 2011","5,148.35","5,217.35","5,228.9","5,140.55",134.45M,-0.4
"Nov 11, 2011","5,168.85","5,159.75","5,198.6","5,142.25",168.51M,-1
"Nov 09, 2011","5,221.05","5,309.7","5,317.5","5,211.75",146.43M,-1.29
"Nov 08, 2011","5,289.35","5,292.25","5,304.25","5,252",120.65M,0.1
"Nov 04, 2011","5,284.2","5,325.4","5,326.45","5,256.8",149.02M,0.35
"Nov 03, 2011","5,265.75","5,241.55","5,281.6","5,201.85",160.28M,0.14
"Nov 02, 2011","5,258.45","5,216.75","5,300.1","5,204.95",144.38M,0.01
"Nov 01, 2011","5,257.95","5,278.6","5,310.85","5,238.3",152.49M,-1.29
"Oct 31, 2011","5,326.6","5,358.9","5,360.25","5,314.6",149.48M,-0.64
"Oct 28, 2011","5,360.7","5,341.9","5,399.7","5,322.8",246.08M,3.05
"Oct 26, 2011","5,201.8","5,214.95","5,219.25","5,196.15",27.50M,0.2
"Oct 25, 2011","5,191.6","5,137.9","5,211","5,085.55",221.08M,1.83
"Oct 24, 2011","5,098.35","5,114.7","5,145.65","5,084.75",126.07M,0.96
"Oct 21, 2011","5,049.95","5,106.6","5,120.75","5,037.95",109.89M,-0.82
"Oct 20, 2011","5,091.9","5,086.55","5,099","5,033.95",119.33M,-0.92
"Oct 19, 2011","5,139.15","5,080.45","5,148.05","5,075.3",117.47M,2.02
"Oct 18, 2011","5,037.5","5,049.45","5,057.5","5,011.05",125.55M,-1.58
"Oct 17, 2011","5,118.25","5,156.2","5,160.2","5,084.5",130.46M,-0.27
"Oct 14, 2011","5,132.3","5,057.35","5,141.4","5,056.6",157.78M,1.07
"Oct 13, 2011","5,077.85","5,130.8","5,136.95","5,067.65",157.30M,-0.42
"Oct 12, 2011","5,099.4","5,011.2","5,109.8","4,997.65",188.01M,2.51
"Oct 11, 2011","4,974.35","5,019.9","5,045.1","4,964",182.04M,-0.11
"Oct 10, 2011","4,979.6","4,886.85","4,991.15","4,882.05",188.84M,1.87
"Oct 07, 2011","4,888.05","4,883.65","4,922.6","4,861.2",198.29M,2.88
"Oct 05, 2011","4,751.3","4,791.3","4,827.8","4,741",179.14M,-0.44
"Oct 04, 2011","4,772.15","4,823.5","4,869.75","4,728.3",184.41M,-1.6
"Oct 03, 2011","4,849.5","4,874.4","4,879.15","4,823.9",148.92M,-1.9
"Sep 30, 2011","4,943.25","4,990.15","5,025.55","4,924.3",201.96M,-1.44
"Sep 29, 2011","5,015.45","4,924.2","5,034.25","4,906",216.16M,1.41
"Sep 28, 2011","4,945.9","5,005.5","5,006.05","4,918.45",166.87M,-0.51
"Sep 27, 2011","4,971.25","4,905.15","4,982.95","4,905.15",151.31M,2.81
"Sep 26, 2011","4,835.4","4,878.6","4,879.8","4,758.85",156.08M,-0.66
"Sep 23, 2011","4,867.75","4,873.75","4,930.25","4,829.6",205.77M,-1.14
"Sep 22, 2011","4,923.65","5,054.45","5,059.85","4,907.75",147.61M,-4.08
"Sep 21, 2011","5,133.25","5,153.75","5,168.4","5,109.85",132.92M,-0.14
"Sep 20, 2011","5,140.2","5,042.55","5,149.9","5,035.25",146.60M,2.15
"Sep 19, 2011","5,031.95","5,068.4","5,068.4","5,019.25",115.74M,-1.03
"Sep 16, 2011","5,084.25","5,123.35","5,143.6","5,068.1",225.19M,0.17
"Sep 15, 2011","5,075.7","5,062.35","5,091.45","4,967.45",153.65M,1.26
"Sep 14, 2011","5,012.55","4,965.05","5,026.15","4,917.4",154.28M,1.45
"Sep 13, 2011","4,940.95","4,977.8","5,030.15","4,911.05",146.00M,-0.12
"Sep 12, 2011","4,946.8","4,981.7","4,985.6","4,911.25",135.50M,-2.23
"Sep 09, 2011","5,059.45","5,161.3","5,163.75","5,046.8",158.71M,-1.82
"Sep 08, 2011","5,153.25","5,139.2","5,169.25","5,098.25",140.86M,0.56
"Sep 07, 2011","5,124.65","5,080.15","5,154.5","5,076.3",193.86M,1.19
"Sep 06, 2011","5,064.3","4,993.35","5,072.9","4,942.9",183.68M,0.94
"Sep 05, 2011","5,017.2","4,998.9","5,030.3","4,964.45",162.90M,-0.45
"Sep 02, 2011","5,040","5,109.8","5,113.7","4,993.35",195.06M,0.78
"Aug 30, 2011","5,001","4,973.25","5,016.25","4,927.55",181.54M,1.65
"Aug 29, 2011","4,919.6","4,806.2","4,934.4","4,806.05",145.12M,3.62
"Aug 26, 2011","4,747.8","4,839.25","4,872","4,720",149.72M,-1.9
"Aug 25, 2011","4,839.6","4,914.65","4,915.85","4,825.05",184.91M,-1.01
"Aug 24, 2011","4,888.9","4,934.35","4,962.4","4,875.3",129.41M,-1.21
"Aug 23, 2011","4,948.9","4,925.15","4,965.8","4,863.8",130.01M,1.02
"Aug 22, 2011","4,898.8","4,843.7","4,910.05","4,808.75",123.81M,1.1
"Aug 19, 2011","4,845.65","4,859.3","4,893.6","4,796.1",166.70M,-1.99
"Aug 18, 2011","4,944.15","5,077.95","5,078.6","4,932.15",139.82M,-2.22
"Aug 17, 2011","5,056.6","5,030.3","5,112.15","5,017.25",143.34M,0.41
"Aug 16, 2011","5,035.8","5,125.75","5,132.2","5,015.4",130.90M,-0.73
"Aug 12, 2011","5,072.95","5,194.4","5,194.45","5,053.35",128.84M,-1.27
"Aug 11, 2011","5,138.3","5,128","5,184.95","5,121",113.04M,-0.44
"Aug 10, 2011","5,161","5,196.55","5,197.95","5,123.35",158.40M,1.74
"Aug 09, 2011","5,072.85","4,947.9","5,167","4,946.45",233.87M,-0.89
"Aug 08, 2011","5,118.5","5,083.85","5,204.2","5,054.05",188.31M,-1.78
"Aug 05, 2011","5,211.25","5,204.35","5,229.65","5,116.45",196.02M,-2.26
"Aug 04, 2011","5,331.8","5,412.4","5,434.5","5,323.15",118.48M,-1.35
"Aug 03, 2011","5,404.8","5,402","5,422.6","5,378.85",133.22M,-0.95
"Aug 02, 2011","5,456.55","5,493.2","5,496.3","5,433.65",110.37M,-1.09
"Aug 01, 2011","5,516.8","5,527.5","5,551.9","5,486.45",98.96M,0.63
"Jul 29, 2011","5,482","5,479","5,520.3","5,453.95",156.13M,-0.1
"Jul 28, 2011","5,487.75","5,492.4","5,512.1","5,475.65",164.52M,-1.06
"Jul 27, 2011","5,546.8","5,588.55","5,591.7","5,521.5",122.32M,-0.5
"Jul 26, 2011","5,574.85","5,688.45","5,702.25","5,560.15",134.11M,-1.86
"Jul 25, 2011","5,680.3","5,633.8","5,700.55","5,616.7",142.01M,0.82
"Jul 22, 2011","5,633.95","5,576.95","5,642.2","5,567.1",106.78M,1.67
"Jul 21, 2011","5,541.6","5,554.6","5,578.9","5,532.7",76.33M,-0.46
"Jul 20, 2011","5,567.05","5,642.05","5,645.4","5,555.1",87.09M,-0.83
"Jul 19, 2011","5,613.55","5,569.85","5,627.65","5,557.2",86.56M,0.84
"Jul 18, 2011","5,567.05","5,581.75","5,596.6","5,550.95",73.61M,-0.25
